id,book,alignments,ch_match
Kraken22021606120702,0637IbnKhabbazMawsili.FaridaFiSharh,1,85
Kraken22021606120800,0356AbuCaliQali.AmaliMacaDhaylAmaliWaNawadir,1,385
Kraken22021606121201,0697IbnWasil.TajridAghani,4,1104
Kraken22021606121202,0660ShamsDinRazi.HadaiqHaqaiq,1,98
Kraken22021606122302,0561CabdQadirJilani.JalaKhatir,1,147
Kraken22021606122503,0843IbnKhatibNasiriyya.DurrMuntakhabFiTakmilatTarikhHalab,1,136
Kraken22021606123201,0885BurhanDinBiqaci.NukatWaFawaid,1,209
Kraken220218125253,0814IbnNahhas.MasharicAshwaq,6,1098
Kraken22031816264701,1007Saktawari.MuhadaratAwail,1,232
Kraken22041020273100,0261Khassaf.Hiyal,2,410
Kraken220413030759,0776MuhammadIbnHasanWasiti.MajmacAhbab,9,1556
Kraken220413030847,0870Jazuli.DalailKhayrat,2,805
Kraken220413030905,0786IbnCabdRahmanJamalDinHubayshi.Baraka,2,520
Kraken220413030928,0852IbnHajarCasqalani.BadhlMacun,11,2527
Kraken220413194022,1359FarajAllahZakiKurdi.MajmucatFatawaIbnTaymiyya,3,718
Kraken22041319410300,0973IbnHajarHaythami.Cumda,2,297
Kraken220413194118,0902Sakhawi.Istijlab,2,547
Kraken220413194132,0973IbnHajarHaythami.MinahMakkiyya,2,349
Kraken220413202218,0597IbnJawzi.MinhajQasidin,11,2541
Kraken220413202353,0396SirawaniSaghir.AdabMuluk,1,186
Kraken220413203004,0652Mahalli.HadaiqWardiyya,3,544
Kraken220727035853,1204SulaymanJamal.FutuhatIlahiyya,4,673
Kraken220809002354,1102NurDinYusi.Qanun,1,317
Kraken230106005528,0944IbnCaliIbnDaybacShaybani.TaysirWusul,8,1344
Kraken230107021738,0600CabdGhaniMaqdisi.Kamal,1,120
Kraken230110004547,0622IbnBadrDiyaDinMawsili.JamcBaynSahihayn,20,3272
LAL2016110801,0454Qudaci.Shihab,1,101
LMN20200928,0750IbnLuyunTujibi.InalaCilmiyya,2,364
MMS00008,0843IbnKhatibNasiriya.DurrMuntakhab,1,145
MMS00013,0845Maqrizi.KhabarCanBashar,7,883
MMS00016,0852IbnHajarCasqalani.Badhl,8,2027
MMS00028,0875Husayni.RawdMugharras,1,82
Masaha000146Vols,0800IbnAbiHasanDaylami.IrshadQulub,2,526
Masaha000554Vols,1450NasirMakarimShirazi.AmthalFiTafsir,5,829
Masaha000955Vols,0393IbnHammadJawhari.SihahTajLugha,2,169
Masaha000979,0350MuhammadIbnMuhammadIbnAshcath.Jacfariyyat,1,167
Masaha001171Vols,0993MuhaqqiqArdabili.MajmacFaida,2,313
Masaha001838,0497IbnFarajIbnTallacQurtubi.AqdiyatRasul,2,463
Masaha001864Vols,0845Maqrizi.ImtacAsmac,97,28443
Masaha001922,0664IbnTawus.Tashrif,7,1654
Masaha001941,0669IbnSabcinMursi.AnwarNabi,1,263
Masaha001946Vols,0893IbnAbiBakrHadari.BahjatMahafil,2,340
Masaha001954,0654SibtIbnJawzi.TadhkiratKhawass,4,880
Masaha001961Vols,0966HusaynDiyarbakri.TarikhKhamis,19,4426
Masaha001978Vols,0955MuhammadKarakiHairi.TasliyatMujalis,1,129
Masaha002028Vols,0581AbuQasimSuhayli.RawdUnuf,27,7629
Masaha002064Vols,0450IbnMuhammadCasimi.CasalMusaffa,6,1900
Masaha002308Vols,0734IbnSayyidNas.CuyunAthar,14,4834
Masaha002336,0483IbnMuhammadIbnMaghaziliWasiti.ManaqibCali,1,98
Masaha002349,0320IbnMuhammadBayhaqi.Mahasin,2,566
Masaha002473,0336IbnHumamIskafi.KifayatTalib,2,478
Masaha002865,0334IbnHamdanKhusaybi.HidayaKubra,1,204
Masaha002871,0333IbnCuqdahKufi.FadailAmirMuminin,1,190
Masaha002872,0905IbnCabdRahmanIjiShafici.FadailThaqalayn,6,1446
Masaha002880Vols,0722IbrahimIbnSacdDin.FaraidSamtayn,5,1296
Masaha002979Vols,0538JarAllahZamakhshari.RabicAbrar,5,857
Masaha003032,0911Samhudi.WasailWusul,9,1861
Masaha003104,0750IbnYusufZarandi.NazmDurar,3,763
Masaha003294,0410IbnMardawayh.ManaqibCali,7,1818
Masaha003296Vols,0300IbnSulaymanKufi.ManaqibImam,4,969
Masaha003390Vols,0436SharifMurtada.Amali,1,95
Masaha003492Vols,0538JarAllahZamakhshari.FaiqFiGharib,3,802
Masaha003644,0502RaghibIsbahani.Mufradat,3,647
Masaha003682Vols,0573NashwanHimyari.ShamsCulum,2,258
Masaha003703Vols,0395IbnFarisQazwini.MucjamMaqayis,2,236
Masaha003955Vols,0699IbnCabdMalikMurjani.BahjatNufus,2,303
Masaha004105Vols,0827IbnIshaqKhwarizmi.ItharatTarghib,6,1874
Masaha004117,0450IshaqTabari.TarikhSanca,1,220
Masaha004387Vols,0885IbnFahd.IthafWura,13,4290
Masaha004395Vols,0902Sakhawi.TuhfaLatifa,1,117
Masaha004561Vols,0283AbuIshaqThaqafi.Gharat,1,445
Masaha004578,0352IbnIbrahimKufi.Tafsir,1,215
Masaha004583,0726CallamaHilli.KashfYaqin,3,722
Masaha004698,0966ShahidThani.MunyatMurid,2,516
Masaha004844,0682ZakariyaQazwini.CajaibMakhluqat,1,288
Masaha004845,0744IbnCabdHadi.FadailSham,1,97
Meshkat00042488,0860AhmadSiwasi.CuyunTafasir,1,113
Meshkat00057178,0537AbuHafsNasafi.TaysirFiTafsir,3,490
Meshkat0014420,0494HakimJushami.TahdhibFiTafsir,1,127
Rafed0000040Vols,1450JacfarSubhani.BuhuthFiMilalWaNihal,1,123
Rafed0000066,1450MuhammadJawadFaqih.CammarIbnYasir,1,222
Rafed0000185Vols,1450JacfarSubhani.SayyidMursalin,2,416
Rafed0000401,0212NasrIbnMuzahim.WaqcatSiffin,1,162
Rafed0000609Vols,1433BaqirSharifQurashi.HayatImamHasan,1,243
Rafed0000862,1373KashifGhita.JannatMawa,1,223
Rafed0001121,0560AbuMansurTabarsi.Ihtijaj,2,514
Rafed0001617Vols,1323MuhammadCabduh.NahjBalagha,3,677
Rafed0001713Vols,0988FathAllahKashani.ZubdatTafasir,1,164
Rafed0001792Vols,0730NizamDinNaysaburi.GharaibQuran,5,1028
Rafed0001826,1403HashimMacrufHasani.DirasatFiHadith,1,114
Rafed0001909,0614IbnAhmadIbnKhumayrSabti.TanzihAnbiya,1,184
Rafed0002209Vols,0832TaqiFasi.CiqdThamin,5,988
Rafed0002347,1070MuhammadKibrit.JawahirThamina,1,195
Rafed0002489Vols,1380MuhammadAhmadHajari.MajmucBuldanYaman,1,147
Rafed0002530Vols,0487AbuCubaydBakri.MucjamMaIstacjama,3,430
Rafed0002654Vols,1019NurAllahTustari.IhqaqHaqq,98,21708
Rafed0002905Vols,1393MuhammadTahirIbnCashurTunisi.TahrirWaTanwir,7,1323
Rafed0003257Vols,1431MuhammadHusaynFadlAllah.TafsirMinWahyQuran,3,610
Rafed0003489,0774IbnKathir.MucjizatNabi,3,1089
Rafed0003726Vols,1450DarTaqrib.MawsucaQuraniyya,1,149
Rafed0003799Vols,1450NasirMakarimShirazi.NafahatQuran,5,945
Rafed0003882,1403HashimMacrufHasani.TarikhFiqhJacfari,1,112
Rafed0003902Vols,1332IbnMuhammadJamalDinQasimi.MahasinTawil,30,7966
Sham19Y0000259,1346LuisShikhuYasuci.MajaniAdab,2,737
Sham19Y0000760,0619AbuCabbasSharishi.SharhMaqamatHariri,1,120
Sham19Y0001734,0739CalaDinIbnBalban.Ihsan,129,27881
Sham19Y0005414,1346LuisShikhuYasuci.Nasraniyya,1,160
Sham19Y0005725,0476IbnAbiSaqrAnbari.Mashyakha,2,276
Sham19Y0006538,1051IbnYunusBuhutiHanbali.MinahShafiyat,1,147
Sham19Y0006684,0474IbnKhalafBaji.MuntaqaSharhMuwatta,13,3241
Sham19Y0007233,0783IbnHadida.MisbahMudi,3,542
Sham19Y0009382,0799IbnShaykha.ShicarAbrar,2,609
Sham19Y0009763,1349MuhammadCabdCazizKhawli.AdabNabawi,2,395
Sham19Y0009800,1394MuhammadAbuZuhra.KhatimNabiyyin,2,417
Sham19Y0011194,0600CabdGhaniMaqdisi.CumdatAhkam,9,1748
Sham19Y0011326,1317KhayrDinAlusi.FathAllahHamid,6,1949
Sham19Y0011402,0264AbuZurcaRazi.CilalWaSualat,1,55
Sham19Y0013223,0656IbnCabdQawiMundhiri.TarghibWaTarhib,62,14850
Sham19Y0013231,0468IbnAhmadWahidiNaysaburi.TafsirBasit,9,1867
Sham19Y0013235,0379Zubaydi.TabaqatNahwiyyinWaLughawiyyin,1,134
Sham19Y0013241,0606IbnAthirMajdDin.Shafi,21,3699
Sham19Y0013246,0458AbuYaclaIbnFarra.MasailFiqhiyya,1,149
Sham19Y0013252,0804IbnMulaqqin.Tawdih,226,52808
Sham19Y0013253,0536IbnCaliMazariTamimi.MuclimBiFawaidMuslim,4,693
Sham19Y0013301,0643IbnYacish.SharhMufassal,1,144
Sham19Y0013572,0560WazirIbnHubayraShaybani.Ifsah,55,13106
Sham19Y0013577,0623AbuQasimRafici.SharhKabir,2,345
Sham19Y0013605,0786ShamsDinKirmani.Kawakib,101,22076
Sham19Y0013609,0209AbuCubayda.SharhNaqaidJarir,1,334
Sham19Y0013614,0685NasirDinBaydawi.TuhfatAbrar,15,2762
Sham19Y0013631,0986IbnCaliFattani.MajmacBihar,1,94
Sham19Y0013637,0776JamalDinSurramarri.NahjRashad,1,173
Sham19Y0013666,0651Bunasi.KanzKuttab,3,481
Sham19Y0013667,0855BadrDinCayni.NukhabAfkar,179,36363
Sham19Y0013769,0804IbnMulaqqin.IclamBiFawaid,6,1072
Sham19Y0013783,0808MuhammadDamiri.NajmWahhaj,3,600
Sham19Y0013785,1240CuthmanIbnJamic.FawaidMuntakhabat,5,879
Sham19Y0013900,0388AbuSulaymanKhattabi.BayanIcjazQuran,1,185
Sham19Y0014032,0732IbnCumarBurhanDinJacbari.RusukhAhbar,5,780
Sham19Y0014045,0880IbnAhmadShamsDinAsyuti.IthafAkhissa,4,2073
Sham19Y0014075,0723IbnFuwati.MajmacAdab,5,663
Sham19Y0014119,0510IbnMascudBaghawi.MasabihSunna,30,5686
Sham19Y0014176,0438IbnYusufJuwayni.JamcWaFarq,2,353
Sham19Y0014207,0620IbnQudamaMaqdisi.CumdatHazim,2,538
Sham19Y0014224,0724IbnCattar.CuddaFiSharhCumda,3,629
Sham19Y0014255,0328AbuBakrIbnAnbari.IdahWaqfWaIbtida,2,423
Sham19Y0014275,0337IbnIshaqZajjaji.IshtiqaqAsmaAllah,2,584
Sham19Y0014285,0189MuhammadShaybani.Asl,2,463
Sham19Y0014309,1182IbnIsmacilSancani.Tahbir,31,5254
Sham19Y0014310,0520IbnRushdJadd.Masail,2,337
Sham19Y0014313,0899Rajraji.RafcNiqab,1,171
Sham19Y0014325,0710IbnRifca.Kifaya,9,1672
Sham19Y0014328,1348MuhammadSulaymanMansurpuri.RahmatCalamin,7,1887
Sham19Y0014404,0928MujirDinCulaymi.FathRahman,3,448
Sham19Y0014442,0767KhalilIbnIshaq.Tawdih,2,377
Sham19Y0014443,0347IbnDurustawayh.TashihFasih,1,91
Sham19Y0014452,0794BadrDinZarkashi.IclamSajid,2,485
Sham19Y0014462,0463IbnCabdBarr.TaqassiHadithFiMuwatta,7,2127
Sham19Y0014538,0319AbuQasimKacbi.QubulAkhbar,3,400
Sham19Y0014579,1377MuhammadKhidrHusayn.AcmalKamila,4,1133
Sham19Y0014591,0478AbuHasanLakhmi.Tabsira,1,284
Sham19Y0014592,1061NajmDinGhazzi.HusnTanabbuh,30,5352
Sham19Y0014601,1346KhalilAhmadSaharanpuri.BadhlMajhud,41,7919
Sham19Y0014608,0397IbnQassar.CuyunAdilla,1,116
Sham19Y0014827,0825IbnNurDin.TaysirBayan,5,1119
Sham19Y0016421,0501IbnMakkiSiqilli.TathqifLisan,1,78
Sham19Y0016494,0625IbnCabdHaqqYafurani.Iqtidab,1,134
Sham19Y0016545,0231AbuNasrBahili.SharhDiwanDhiRumma,1,110
Sham19Y0016546,0370IbnCaliJassas.SharhMukhtasarTahawi,7,922
Sham19Y0016555,0774IbnKathir.MusnadCumarIbnKhattab,27,6129
Sham19Y0016584,0893IbnIsmacilShihabDinKurani.KawtharJari,93,21910
Sham19Y0016599,0734IbnSayyidNas.NafhShadhi,8,1559
Sham19Y0016618,1188ShamsDinSaffarini.LawaihAnwar,2,253
Sham19Y0016636,0642IbnMawaq.BughyatNuqqad,3,440
Sham19Y0016684,0827BadrDinDamaminiMakhzumi.MasabihJamic,46,12385
